,Review,Ratings
1552,"Brilliant This is my 2nd purchase for same product Good shuttle as compared to othersI don't know but the mavis350 I bought from Flipkart is very very sturdy, nylon skirt gets ripped but cork doesn't get loose or came out of single shuttle and it's good for me We use those ripped shuttle for warm up👍READ MORE",5
1554,"Good choice High durability, long lasting,READ MORE",4
1555,Really Nice Long life and good qualityREAD MORE,4
1556,Best in the market! Good quality. Genuine product.READ MORE,5
1557,Good SuparREAD MORE,3
1558,Fabulous! SupperREAD MORE,5
1559,Great product Nic oneREAD MORE,5
1561,Best in the market! Product is good and worth of every penny.READ MORE,5
1562,Good choice goodREAD MORE,4
1563,Super! For a player it's goodREAD MORE,5
1564,Terrific Super qulittREAD MORE,5
1568,Delightful Good has company brandREAD MORE,4
1569,Wonderful Value for moneyREAD MORE,5
1570,Fabulous! Shuttle is very good perfect for badminton playersREAD MORE,5
1571,Wonderful Nice itemREAD MORE,5
1572,Terrific Good for playing shuttleREAD MORE,5
1574,Worth the money Superb for outdoor. Nice QualityREAD MORE,4
1576,Terrific purchase Value for money💯💯READ MORE,5
1577,Awesome Very nice shuttle and speedREAD MORE,5
1578,Mind-blowing purchase Good and durability is also goodREAD MORE,5
1580,"Highly recommended Good,READ MORE",5
1581,Brilliant Excellent shuttle for outdoor use. And can last for 2-3 daysREAD MORE,5
1583,Value-for-money It is so goodREAD MORE,4
1587,Awesome Original . Awesome. Love to FlipkartREAD MORE,5
1588,Awesome GudREAD MORE,5
1589,"Classy product Very good , but expensive . Try it.READ MORE",5
1591,Nice First time damage product and next time give the good product.READ MORE,3
1592,Brilliant Great product😇READ MORE,5
1593,Classy product Awesome 👌READ MORE,5
1594,Value-for-money Worth for money good oneREAD MORE,4
1595,Mind-blowing purchase VEERY GOOD PRDUCTREAD MORE,5
1596,Fabulous! Perfect for indoor games..READ MORE,5
1597,Worth every penny Very Good Quality Provided By Flipkart!READ MORE,5
1598,Excellent Good product...READ MORE,5
1600,Just wow! Very goodREAD MORE,5
1601,Wonderful ExcellentREAD MORE,5
1602,Super! Shuttlecock quality is much more betterREAD MORE,5
1603,Bad quality The shuttles areREAD MORE,2
1604,Super! Perfect for intermediate level of playingREAD MORE,5
1605,Simply awesome Good product for yonex and good service for FlipkartREAD MORE,5
1606,Best in the market! It's good I really appreciateREAD MORE,5
1607,Must buy! Excellent shuttle.....READ MORE,5
1608,Good choice Nice oneREAD MORE,4
1609,Brilliant WorthyREAD MORE,5
1610,Highly recommended I am happyREAD MORE,5
1611,Excellent Kollam superREAD MORE,5
1612,Just wow! Genuine product...thanks flipkartREAD MORE,5
1613,Terrific Very good productREAD MORE,5
1614,Did not meet expectations This time not good soREAD MORE,1
1615,Very poor Not worth for even single star.READ MORE,1
1616,Value-for-money Fine oneREAD MORE,4
1618,Did not meet expectations Very poor QualityREAD MORE,1
1619,Very poor Quality was not good after playing one or two games the bottom came off the shuttle.READ MORE,1
1622,Brilliant Good & original productREAD MORE,5
1623,Must buy! Good qualityREAD MORE,5
1624,Brilliant Excellent.READ MORE,5
1625,Great product Very goodREAD MORE,5
1626,Utterly Disappointed Bad product 🥴READ MORE,1
1628,Perfect product! No one is like YonexREAD MORE,5
1629,Wonderful Good build qualityREAD MORE,4
1630,Slightly disappointed GoodREAD MORE,4
1631,Moderate NiceREAD MORE,5
1632,"Really Nice Not the original one which is made by Yonex company..look is completely same with the original product. it's very difficult to differentiate with original product.but when you play with this,you can feel the difference with original one.not lasting like original.good for beginners..READ MORE",3
1633,Classy product Gd productREAD MORE,5
1635,Wonderful Nice productREAD MORE,5
1636,Does the job SupebREAD MORE,4
1637,Worth every penny Very good 😊😊😊😊😊READ MORE,5
1640,Fabulous! Very cheap quality... Didn't least fir one gameREAD MORE,3
1641,Pretty good This product is a very bad and totally changed.READ MORE,2
1643,Excellent Good itemREAD MORE,5
1644,Simply awesome superREAD MORE,5
1645,Simply awesome Nice product u can go for it.. Packing was good overall genuine product worth for money.READ MORE,4
1646,Excellent Old productREAD MORE,3
1647,Excellent Worth of costREAD MORE,5
1649,Perfect product! Best in mid range for daily useREAD MORE,5
1651,Highly recommended Very nice product.READ MORE,4
1652,Did not meet expectations Nice product.READ MORE,4
1653,Wonderful See getting mavis 350 in market is quite confused one with originality and it's transportation charge exceeds than our budget but flipkart made us so comfortable by providing highly original product with good packing and timy delivery.READ MORE,5
1654,Super! ExcellentREAD MORE,5
1655,Worth the money GoodREAD MORE,5
1656,Really Nice Better qualityREAD MORE,5
1657,Brilliant Good quality shuttles. Delivery is also fastREAD MORE,5
1658,Worth every penny Original shuttle ❤️🔥READ MORE,5
1659,Pretty good Very goodREAD MORE,5
1660,Must buy! Poor responsed from FlipkartREAD MORE,4
1661,Very Good Fantastic….READ MORE,5
1662,Best in the market! Very very disappoinment Flipkart...I ordered 2set of mavis 350 shuttle but 12 shuttles are very very poor quality... 1shuttle only for 2 gameVer very disappoinmentREAD MORE,1
1663,Highly recommended Nuber one qualittyREAD MORE,5
1664,Moderate SuperREAD MORE,5
1665,Fabulous! GoodREAD MORE,4
1666,Perfect product! Value for moneyREAD MORE,4
1667,Good Original product love it..READ MORE,5
1668,Classy product Good to see that what is described by Brand and seller are spot on..Ideal for beginners to Amateur players.READ MORE,5
1669,Delightful Good oneREAD MORE,4
1670,"Simply awesome Super,strongREAD MORE",5
1671,"Super! Price is too much,But can't compare with otherREAD MORE",4
1672,Highly recommended GdREAD MORE,5
1673,Good choice Good productREAD MORE,5
1674,Classy product Quality is not goodREAD MORE,2
1675,Pretty good GoodREAD MORE,5
1676,Best in the market! Worth to buyREAD MORE,5
1677,Fabulous! GoodREAD MORE,3
1678,Excellent Superb quality . Thanks alot to deliver guyREAD MORE,5
1679,Fabulous! Ok okREAD MORE,4
1680,Good Genuine and Original product by seller. Mavis 350 is slow and suited for Indian atmospheric conditions as per personal opinion.READ MORE,5
1681,Really Nice Very good service. Fast deliveryREAD MORE,5
1683,Good NiceREAD MORE,4
1686,Worth the money NiceREAD MORE,5
1687,Good quality product ExcellentREAD MORE,5
1689,Awesome Nice itemREAD MORE,5
1690,Classy product GoodREAD MORE,3
1691,Delightful The product was good and good for smashes but not good for drop.READ MORE,4
1692,Delightful Great product. Highly recommended for practice.READ MORE,5
1693,Nice product Price is higher than it's qualityREAD MORE,3
1695,Wonderful Nice oneREAD MORE,4
1696,Good Good qualityREAD MORE,4
1697,Terrific Good qualityREAD MORE,4
1698,Utterly Disappointed GoodREAD MORE,5
1699,Wonderful Nice Product.READ MORE,5
1701,Great product GoodREAD MORE,4
1702,Terrific purchase Very goodREAD MORE,4
1703,Super! Good to playREAD MORE,4
1704,Terrific Genuine best qualityREAD MORE,5
1706,Highly recommended Good itemsREAD MORE,3
1708,Horrible Waste of moneyREAD MORE,1
1709,Terrific purchase Overall product is good except durability... It lasts only 3-4 days of heavy match...In this price range it's durability should be increased according to my opinion...READ MORE,4
1710,Great product SuperREAD MORE,5
1712,Useless product GoodREAD MORE,5
1713,Nice product I am playing badminton from 2 years and I never use other shuttle than this and this shuttle is fabulous vREAD MORE,5
1714,Really Nice GoodREAD MORE,5
1715,"Worthless The Shuttles are genuine, you can easily go for it.READ MORE",4
1716,Super! Best haiREAD MORE,5
1717,Mind-blowing purchase Fantastic 👌👌👌READ MORE,5
1718,Must buy! NiceREAD MORE,5
1719,Moderate OkREAD MORE,5
1720,Could be way better SuperREAD MORE,5
1721,Just wow! Cheapest and originalREAD MORE,5
1722,Just wow! Two pieces got damaged in single match#totally waste of money #READ MORE,1
1723,Good choice OkayREAD MORE,4
1724,Just wow! Very Good and long lasting. The flight of the shuttlecock I'd goodREAD MORE,4
1725,Perfect product! Poor qualityREAD MORE,1
1726,Fabulous! Nice FlowerREAD MORE,5
1727,Must buy! GOODREAD MORE,5
1728,Pretty good Quick delivery and genuine productREAD MORE,5
1729,Mind-blowing purchase Ball was not quite good. So don’t buy from them . I have bought more than 3 boxes . All three were not goodREAD MORE,2
1730,Terrific WastREAD MORE,2
1731,Mind-blowing purchase Nice productREAD MORE,5
1732,Perfect product! Loved itREAD MORE,5
1733,Mind-blowing purchase GoodREAD MORE,4
1734,Classy product Enjoyed playing with it.READ MORE,5
1735,Value-for-money Good productREAD MORE,5
1736,Must buy! Yonex mavis 350 nylon shuttle best Quality 😍😍READ MORE,5
1738,"Good Best product at this price , one cork last for upto 20 to 25 matches if u play prpoerly.READ MORE",4
1739,Just wow! Superb nice productsREAD MORE,5
1740,Awesome Original productREAD MORE,5
1742,Perfect product! Nice MAVIS350READ MORE,5
1743,Wonderful Its goodREAD MORE,5
1744,Perfect product! Super productREAD MORE,5
1745,Terrific purchase GoodREAD MORE,4
1746,Pretty good GreatREAD MORE,5
1747,Best in the market! Good quality and long life. Hard to get a simalar shuttleREAD MORE,5
1748,"Wonderful Quickly gone ,had to use new shuttle everyday (roughfly 6,7 games)READ MORE",3
1749,Good quality product Good productREAD MORE,5
1750,Nice The best in the market. Durable+ good path.READ MORE,5
1751,Must buy! Very nice and long lasting shuttle. Recommended.READ MORE,5
1752,Fabulous! Classy game feel the strung sound wile hitting those corkzzz that's really awesomeREAD MORE,5
1753,"Terrible product The Settle Mavis 350 given by you was very good and we got it more quickly according to it, thank you very much.READ MORE",4
1754,Classy product Very goodREAD MORE,5
1755,Really Nice Genuine product and fk delivery super fastREAD MORE,5
1756,Brilliant GoodREAD MORE,4
1758,Highly recommended GoodREAD MORE,4
1759,Utterly Disappointed Good oneREAD MORE,4
1760,Value-for-money Thank you❤❤❤❤❤READ MORE,3
1761,Worth every penny Thank you so much sir. For solving my problemREAD MORE,5
1762,Terrific purchase SuperREAD MORE,5
1763,"Just wow! Last two time delivered cork original quality but this time very low quality , i am very disappointedREAD MORE",1
1764,Good quality product GoodREAD MORE,5
1765,Classy product Nice 👍👍READ MORE,4
1766,Best in the market! NormalREAD MORE,5
1768,Brilliant Need 10 tubes moreREAD MORE,5
1769,Wonderful Recieved very bad quality product. Usually each shuttle last for some days but the entire box lasted for less than a week 😂. It's better to buy from shops.READ MORE,1
1770,Wonderful So far good. Will update review after a monthREAD MORE,4
1771,Decent product must buy.READ MORE,5
1772,Terrific Nice shuttle for long run games… good for out door as wellREAD MORE,5
1773,Worth the money The best shuttle.Using this shuttle for the past 2 years. So I recommend it. After trying many shuttle found out that is is the best one. Long lasting. durable.READ MORE,5
1775,"Must buy! Excellent flight, perfect for daily practiceREAD MORE",5
1777,Awesome Product It is good productREAD MORE,5
1778,Did not meet expectations Ok goodREAD MORE,5
1779,Expected a better product ExcellentREAD MORE,5
1780,Mind-blowing purchase Good shuttle and fast delivery by Flipkart.READ MORE,4
1781,"Mind-blowing purchase Shuttle was of poor quality, getting damaged to soon..I doubt it's duplicateREAD MORE",3
1782,Wonderful Superb shuttle....❤️READ MORE,5
1783,Fair NiceREAD MORE,4
1784,Super! everything is fine with this shuttlecock except its durabilityREAD MORE,4
1785,Highly recommended Wow...fantastic....thanks flipkart.READ MORE,5
1786,Must buy! Vvvv goodREAD MORE,5
1787,Worth every penny Super quality..READ MORE,5
1788,Terrific purchase Didn't expected this quality of product . The quality of each shuttle is similar to a 5rupees shuttle. Even didn't refunded the money. Wastage of money.READ MORE,1
1789,"Pretty good Quality and durability is very low(not even 5 matches it withstood) when compared for this, i guess they have provided old stock for me!! Here there is a problem which is new stock and whch are old stockREAD MORE",2
1790,Nice Nice shuttleREAD MORE,5
1792,Terrific Item as described..READ MORE,5
1793,Perfect product! Not goodREAD MORE,3
1794,Excellent Satisfied.READ MORE,5
1796,Best in the market! Very good qualityREAD MORE,5
1797,Good choice AwesomeREAD MORE,5
1799,Very Good Good 👍🏻READ MORE,4
1800,Just wow! It's okREAD MORE,3
1801,Nice Best shuttle go for it 🤗READ MORE,5
1802,Terrible product Nice productREAD MORE,5
1803,Decent product Awesome purchase..👍👍👍👍💥💥💥READ MORE,5
1804,Wonderful Nice product totally slowREAD MORE,5
1805,Good Good productREAD MORE,5
1807,Terrific GoodREAD MORE,4
1808,"Terrific purchase Few shuttles are way faster within few knocks, but overall seems better. Not sure if authenticity of the shuttles. Price could have been little lesserREAD MORE",4
1809,Brilliant FantastickREAD MORE,4
1810,Mind-blowing purchase SupperREAD MORE,5
1811,"Excellent Got real item in 2 chance , after replacement.READ MORE",3
1812,Good quality product Price too highREAD MORE,1
1813,Terrific purchase Corck need be better it has lot of small holesREAD MORE,3
1814,Must buy! GoodREAD MORE,4
1815,Pretty good Good qualityREAD MORE,3
1816,Wonderful Wery good productREAD MORE,5
1817,Highly recommended Super Item...READ MORE,5
1818,Does the job Good product quality 👍READ MORE,5
1819,Excellent It's Durable. One Shuttle lasts for more than 2 weeks. Since I'm at Intermediate. It's lasts long than usual.READ MORE,5
1820,Best in the market! Very good and durable shuttle!READ MORE,5
1821,Not good Super good qulityREAD MORE,5
1822,Must buy! goodREAD MORE,4
1823,Super! Absolutely amazing product... Great for beginners One shuttle almost last for 2 daysREAD MORE,5
1824,Bad quality Nice productsREAD MORE,5
1825,Nice superb product from flipkartREAD MORE,4
1826,Nice SuperREAD MORE,5
1827,Pretty good WaoooooVery NiceReally I like it's 👌👌👍READ MORE,5
1828,Wonderful OkayREAD MORE,3
1829,Must buy! Nice as expectedREAD MORE,5
1831,Simply awesome Terrible experience the shuttle have not even lasted for 6 straight gamesREAD MORE,2
1832,Fabulous! Worth for money. Buy it from online only because outside it may be costly .READ MORE,5
1833,Useless product NiceREAD MORE,5
